timestamp,consumption_kwh
2022-01-01 00:00:00,1.1330187605400837
2022-01-01 00:15:00,0.33912147768203876
2022-01-01 00:30:00,0.5351631332166115
2022-01-01 00:45:00,1.4306138523616831
2022-01-01 01:00:00,1.105520968757883
2022-01-01 01:15:00,0.3758622992535202
2022-01-01 01:30:00,0.6220607070107602
2022-01-01 01:45:00,0.718549768719791
2022-01-01 02:00:00,0.7253722514268287
2022-01-01 02:15:00,1.357211385995139
2022-01-01 02:30:00,1.157193231401561
2022-01-01 02:45:00,0.958493724821352
2022-01-01 03:00:00,0.392069089800668
2022-01-01 03:15:00,0.3677194296820464
2022-01-01 03:30:00,0.5337459626561306
2022-01-01 03:45:00,0.31810125732657807
2022-01-01 04:00:00,0.4614585381816272
2022-01-01 04:15:00,0.5142347577881771
2022-01-01 04:30:00,1.3568473894578512
2022-01-01 04:45:00,0.4436116681026197
2022-01-01 05:00:00,1.0719829253081312
2022-01-01 05:15:00,0.6253653942662124
2022-01-01 05:30:00,0.46204377834512533
2022-01-01 05:45:00,1.452268075715765
2022-01-01 06:00:00,0.8872541975621565
2022-01-01 06:15:00,0.2785510475583336
2022-01-01 06:30:00,0.36611823232089497
2022-01-01 06:45:00,0.37924988380469143
2022-01-01 07:00:00,1.1665901364702214
2022-01-01 07:15:00,1.2288570298740187
2022-01-01 07:30:00,0.4532515442512362
2022-01-01 07:45:00,0.6836115767282658
2022-01-01 08:00:00,0.6627269768128616
2022-01-01 08:15:00,1.4437293043866881
2022-01-01 08:30:00,1.0641673655663058
2022-01-01 08:45:00,0.9219094890133013
2022-01-01 09:00:00,1.2384498869753051
2022-01-01 09:15:00,0.9627926271369808
2022-01-01 09:30:00,0.7678621187011433
2022-01-01 09:45:00,1.3177524751811986
2022-01-01 10:00:00,1.188452845301971
2022-01-01 10:15:00,1.3608496741054488
2022-01-01 10:30:00,0.3936374411714399
2022-01-01 10:45:00,1.2781820858755375
2022-01-01 11:00:00,1.4126068350816128
2022-01-01 11:15:00,1.0002467720078196
2022-01-01 11:30:00,1.3292588890777601
2022-01-01 11:45:00,0.5225779097474995
2022-01-01 12:00:00,0.3505960674855555
2022-01-01 12:15:00,1.3425752125463322
2022-01-01 12:30:00,0.49977636911757245
2022-01-01 12:45:00,0.9722257447938455
2022-01-01 13:00:00,0.5553998698150246
2022-01-01 13:15:00,0.7714870048620824
2022-01-01 13:30:00,0.3071226599981346
2022-01-01 13:45:00,0.6133907873353406
2022-01-01 14:00:00,0.7749106381029549
2022-01-01 14:15:00,1.194643921310019
2022-01-01 14:30:00,0.398129057530311
2022-01-01 14:45:00,1.3111227867909583
2022-01-01 15:00:00,0.476077273755569
2022-01-01 15:15:00,0.768246489908447
2022-01-01 15:30:00,0.7000528110959131
2022-01-01 15:45:00,0.8536461007419247
2022-01-01 16:00:00,1.271683088991317
2022-01-01 16:15:00,0.5903862848524284
2022-01-01 16:30:00,0.8329849033089107
2022-01-01 16:45:00,1.0131692727150137
2022-01-01 17:00:00,0.6212039659704045
2022-01-01 17:15:00,1.098850637045219
2022-01-01 17:30:00,0.4796719722839903
2022-01-01 17:45:00,0.7999028489626923
2022-01-01 18:00:00,0.2215854576229137
2022-01-01 18:15:00,1.3091970101881918
2022-01-01 18:30:00,0.40685921993334206
2022-01-01 18:45:00,1.2524246727634325
2022-01-01 19:00:00,1.4090429378198777
2022-01-01 19:15:00,1.117187585697281
2022-01-01 19:30:00,0.9366297117387365
2022-01-01 19:45:00,0.2441433864195483
2022-01-01 20:00:00,1.0694515282214332
2022-01-01 20:15:00,1.0879141544907285
2022-01-01 20:30:00,0.44046728210431235
2022-01-01 20:45:00,0.4544266557440066
2022-01-01 21:00:00,0.7034103868482978
2022-01-01 21:15:00,0.6359078983333607
2022-01-01 21:30:00,1.1671968041482075
2022-01-01 21:45:00,0.5142378690381456
2022-01-01 22:00:00,0.5482617668203746
2022-01-01 22:15:00,1.2398085876649896
2022-01-01 22:30:00,1.0233648168614655
2022-01-01 22:45:00,1.1774276093837595
2022-01-01 23:00:00,1.359866379870275
2022-01-01 23:15:00,0.57541147856858
2022-01-01 23:30:00,0.8133365959376084
2022-01-01 23:45:00,1.3087518255911343
